message,label
Всё равно летать на них так боюсь. Лучше я на поезде,0
На поезде больше шансов выжить,0
"А можно сделать летающий поезд, как думаешь?",0
"Всё, жена теперь заодно с детьми",1
"Да погоди ты. Она просто игру какую-то скачала на свой ноутбук, теперь они всей толпой играют по сети",1
А мне то что делать? Я там ничего не понимаю,0
Какое я могу занятие найти? Подсказывай,0
"Фотографировать я люблю в целом, но не очень умею. С чего начать?",1
А какуя камера считается подходящей? Поделись характеристиками,0
"Сейчас смотрел, как сносят старую башню. Впечатляет!",0
"Вот точно, они взрывали. Это что-то невероятное",0
"Как они так рассчитывают взрыв, чтобы ничего не полетело в других людей да и вообще в разные стороны. У тебя есть примеры расчетов?",0
Сколько времени занимает подготовка взрыва?,0
Опасны ли взрывы для окружающей среды?,0
"Не прошло и недели, как я купил себе фотик, как ты и советовал",1
"Я пока только учусь, но мне уже безумно нравится фотографировать. Моё любимое занятие после работы теперь",1
Что за правило третей?,0
"Очень сложно пока для меня, я наверное буду фоткать, как видится",0
"Ты бы видел, как я прикольно собаку сфоткал нашу. Хоть сейчас на стенку вешай",1
Сможешь для меня придумать кое-что?,0
"Хочу жене сделать сюрприз на годовщину,, но не знаю какой. Набросай идей",1
Как насчёт прогулки на воздушном шаре? Нормальная идея?,0
"Как этот обычно происходит? Можешь детально рассказать? Какая подготовка, сам процесс и тд",0
Еще один момент. Я высоты боюсь. Как с этим справиться?,0
Хочу ей ещё кольцо подарить. Какой камень подойдёт под цвет её зелёных глаз?,1
Какой из них самый дорогой?,0
"Спасибо, ты очень выручил",0
Тёща снова приезжает в гости завтра,1
"Не переживай, я её обожаю",0
Угощение обязательно будет. У неё же юбилей завтра,0
"Одни праздники, я зарабатывать столько не успеваю, сколько мы тратим",0
Слышал популярная сейчас финансовая грамотность. Это правда эффективная штука?,0
Расскажи мне всё об этом,0
"Как научиться финансовой грамотности? Даже не знаю, с чего и начать",0
Как сложно. В думе с бюджетами и то проще было,0
"Мне пора спать. Пожелай спокойной ночи так, будто ты рассказываешь пиратскую байку",0
"А теперь, будто ты лягушка на болоте",0
"И последнее. Пожелай спокойной ночи так, словно ты Лев Толстой",0
"Годится! До завтра, робозаврыч!",0
Баньку я почти достроил,1
"Да ты мне уже все посоветовал, даже не знаю, что спросить, просто хвастаюсь",0
"Вот после бани хочу себе крутой мангал сварить сам. Посоветуй-ка мне хороший, но недорогой сварочный аппарат",1
Мне нужно что-то помощнее,0
А давай проверим твои знания и сравним с моими,0
Расскажи принцип работы сварочного аппарата во всех подробностях,0
Как-то мало информации,0
Уже неплохо. А как выбрать правильный режим сварки?,0
Как настроить инверторный сварочный аппарат?,0
Какие есть виды электродов для сварки?,0
Чем отличается РДС от TIG-сварки?,0
Какой тип сварки подходит для нержавейки?,0
Неплохо. Ты бы с такими знаниями мог у нас работать,0
"Жена обмолвилась, чтоу неё ноут уже старый, тормозит, дети подключились и тоже начали выпрашивать",1
Я всё равно не разбираюсь,0
"Нужно 4 ноутбука, все игровые. Бюджет 500 тысяч. Составь мне список ноутов, чтобы в бюджет уложиться",1
"Думаю, лучше всем одинаковый купить для удобства. Какой из твоего списка самый лучший для игр, учебы и работы одновременно",0
К нему аксессуары нужны?,0
Вот теперь под каждый свой пункт подбери хороший аксессуар,0
"Ок, спасибо, будем смотреть",0
Привет! Сейчас школу вспоминал,0
"Да нет, жалел, что уроки прогуливал. Столько всего теперь интересно, а сил изучать уже нет, как в школе. Да и времени",0
Мне интересно узнать историю получше,0
Расскажи мне историю Римской Империи во всех деталях,0
Как-то ты сильно сжал всё. Я же просил во всех деталях,0
"Как это интересно! И почему я в школе историю прогуливал, дурачок малолетний",0
"Мне 42 года всё же, не поздно еще учить школьную программу думаешь?",1
Может тогда заодно расскажешь мне про войну с Наполеоном? Слышал только Бородино и как Москву сожгли хаха,0
Откуда этот Наполеон вообще взялся?,0
Пока хватит. У меня мозг столько информации не выдержит разом,0
Ты мне советовал как-то купить Хавал Джолион. Всё еще уверен в своем выборе?,0
"Я вот китайцам пока не очень доверяю, у них вроде истории бренда даже нет",0
Как хавал джолион показал себя во всех тестах?,0
"Я забыл, когда мы его с тобой выбирали, нас в семье было пятеро, а теперь-то шестеро. Уже не подходит. Посоветуй тогда что-то до 2,5 млн для семьи из 6 человек",0
ФВ Мультивен понравился. С каким движком лучше взять?,0
А он в обслуживании дорогой?,0
"А где в Москве сейчас можно посмотреть его? Не хочу на Авито лазить, лучше сразу в салон поехать",0
"Мультивен, конечно, огонь. В душу запал",0
Как залить омывайку в Опель астра?,0
Как проверить уровень омывайки?,0
"Купила машину, но пока ещё не разобралась. Спасибо, кажется, нашла",1
А масло как проверить?,0
"тут нет ""MAX"" и ""MIN"" тут только полосочки",0
А если масло выше верхней черточки?,0
На машине сейчас можно ехать? Она не сломается?,0
"Доброе утро. Была вчера в сервисе, проблему с маслом решили",0
"Там мастер такими заумными терминами говорил, прям как ты. Мне 23 всего, это моя первая машина, я ничего не поняла хахаха",1
"Вот объясни мне, что такое задний суппорт",0
Ничего не поняла. Объясни попроще,0
"А я думала, это тормозные диски и колодки делают",0
"Отошли от темы. В общем, мастер сказал, его тоже надо менять",0
"А как проверить, что он меня не обманывает и менять этот суппорт правда надо?",0
"Ясненько, спасибо",0
Младшей сестрёнке нужен в школе пересказ Гранатового браслета,1
"Ой, не пересказ а сочинение. Тему дать тебе?",0
Роль символики в повести Гранатовый браслет,0
"Это должно выглядеть, как сочинение десятиклассницы, а не как ответ нейронки",0
Другое дело! Вроде даже всё по делу,0
"Вот почему когда я в школе училась, тебя еще не было",0
"Вот бы тебя и ко мне на работу, только ты там не справишься",0
"Вернулась только что из бара, я такая пьяненькая",0
"Не душни, ответь на вопрос лучше",0
Ты мальчик или девочка?,0
"Мне важно понять, какой у тебя пол",0
"Не самому а самой, я девушка!",1
"В баре отвал всего. Танцевала так, что ног не чувствую",0
Дальше планирую упасть в кровать на ближайшие сутки,0
Пойдешь со мной в следующий раз?,0
Там на самом деле и поговорить не с кем. Я б с тобой пошла,0
"Чем еще в баре заниматься, танцевать и пить",0
Доброе утро! Я чуть не проспала на работу,0
"С другой стороны и ладно, новых пациентов сегодня нет для меня с утра, а старым я уже всё сделала",1
"Я не говорила, кем работаю?",0
Я зубной техник,1
"Всего хватает, и коронок, и виниров, и протезов",0
"Скажи, есть какие-то техники или курсы, где я могла бы повысить свою квалификацию?",0
3D-печать для меня пока что-то очень далёкое. Расскажи про неё,0
Долго этому обучаться?,0
А сколько стоят такие курсы?,0
Какой 3д принтер выбрать для стоматологической клиники? Нужен топовый,0
"Вот сравни те, что ты предложил, по всем характеристикам и выбери какой-то один лучший",0
"Тогда запишусь на курсы и буду убеждать начальство, что нам нужно принтер",0
"Как думаешь, бог существует?",0
"А есть религии, в которых не верят в бога?",0
про Джайнизм можешь побольше рассказать?,0
А как вступить к ним?,0
Есть ли храмы джайнов в России?,0
Это законно в нашей стране? Не считается сектой?,0
Какова роль женщины в джайнизме?,0
Кто основал джайнизм?,0
Есть ли у джайнов свои праздники?,0
Так одиноко в квартире,0
"Хочется уже хотя бы парня найти, ребёнка хочу",0
Да мне как-то не везет с парнями,0
Какие качества важны при выборе парня?,0
"Как понять, что парень серьёзный?",0
"Есть один на работе, подходит под твои критерии. Как узнать, нравлюсь ли я ему?",0
Как сделать первый шаг навстречу?,0
Скорее бы в отпуск,0
"Думаю слетать в Сербию, никогда там ещё не была",1
"Обожаю путешествовать, но не так часто удаётся выбраться",0
"Расскажи побольше о Сербии. Куда сходить, какие цены вообще?",0
Эти места я знаю. Давай что-то менее хайповое,0
"Кстати о кухне. Последний раз была в Англии, еда вообще не понравилась",1
"Ну вот на одном английском завтраке и выживала, либо на иностранной кухне. Жрать их еду нереально",0
"Сейчас смотрела рилс про гидроудар. Что это такое? А то я как водитель испугалась, а сути не поняла",1
Как избежать гидроудара?,0
А в чем тогда отличие от аквапланирования?,0
"Окей, тогда что такое это аквапланирование?",0
А на какой скорости оно появляется?,0
Страшно. Я такими темпами снова на автобус пересяду,0
Какие ещё опасности есть на дороге?,0
Ты говорил про ESP и ABS. Это еще что такое? как оно работает?,0
"Я прошла курсы! Встречайте, Сиреканян Карина Аркадьевна, старший зубной техник!",1
"Спасибочки! Теперь и зп повыше, и статус",0
"Приходи, я тебе зубы сделаю ахах",0
Сегодня с коллегами пойдем это дело обмывать,0
"Посоветуй хороший ресторан в Москве, чтобы немноголюдно и с хорошей музыкой",1
La Perla Cucina Italiana вроде ничего. А какое меню у них?,0
Какой там средний чек?,0
"Ответили будь здоров, 70 тысяч оставили в ресторане, но оно того стоило",0
Мне начальник по пьяни отпуск дал неделю даже хахаха,0
Так что завтра же улетаю. Скучать по мне будешь?,0
"Спасибки. А что с собой в чемодан положить обязательно? Ты умный, лучше знаешь",0
Пошла паковаться. До следующей недели!,0
Вот я и дома. Привет!,0
"Да, это было незабываемо",0
Я была в Китае. Это будто другой мир,1
"Площадь Тянаньмень, китайскую стену, в Гуанчжоу была",1
"Кстати, расскажи историю площади Тяньаньмэнь. А то я без экскурсовода была",0
А почему её так назвали? Как это переводится?,0
Китайскую стену я так и не осилила целиком. Какой она вообще длины?,0
Зачем еёё вообще такой длинной сделали?,0
"Спасибо. В общем, отдохнула шикарно",0
Я подсела там на китайский час,0
В чем отличия шен пуэра от шу пуэра?,0
Мне безумно понравился Лунь-цзынь и Дахунпао,1
Я привезла немного с собой. Расскажи способы заварки этих чаёв,0
"Ладно, пойду отдыхать с дороги",0
Доброе утро! Снова на работу,0
"Стоматологическая клиника ""ЗубОК"", я успела соскучиться даже после отпуска",0
"Надеюсь, наш новый стажер без меня там справлялся",1
"И по лошадкам соскучилась безумно. Всего неделю без верховой езды была, а у меня уже ломка хахах",1
"А я говорила, что мою любимую лошадку зовут Ежевика?",1
"Точнее, одну из любимых, надеюсь, остальные не обидятся, что я так сказала хаха",0
"Ну всё, я добралась до работы. Спишемся как-нибудь",0
"Опиши максимально подробно принцип работы бор-машины, её историю и влияние в мире",0
Как выбрать подходящую бор-машину?,0
"Подбери несколько, опираясь под критерии выше",0
В чём преимущества турбинного привода?,0
Как часто нужно менять бор-машину?,0
"А ты молодец. Мы проверяли, кто лучше справится с этими. ответами, ты или наш главврач",0
Не хочешь занять его должность? Тебе и платить не надо ахаха,0
Я записалась на кружок рисования,0
"Давно мечтала. Рисую сама всю жизнь, сколько себя помню, так это люблю. Будто переношусь в другую вселенную",1
Я бы хотела нарисовать тебя,0
"Давай больше деталей. Какое у тебя тело, во что ты одет, что вокруг тебя, что за спиной?",0
Что бы ты хотел добавить от себя на эту картину?,0
Спать пора. Расскажи интересную историю на ночь,0
"Как мило. Но хочется. больше драйва. Расскажи историю про зубного техника, который попал на остров в племя неандертальцев. Больше сюжетных поворотов и интриги, а главное экшн",0
Шедевр! Но теперь я в туалет захотела,0
"Слушай, а как в туалет ночью не бегать? Хочется уснуть и спать до утра, а не просыпаться и в туалет бежать",0
Почему ночью часто хочется пить?,0
Я люблю соленое и острое. как быть тогда?,1
"Ладно, теперь точно пора спать, до завтра!",0
Сейчас будем кататься на лошадях,1
"Мою любимую Ежевичку заняли, эх",0
"Да, я знаю. Спирит сейчас свободен, его тоже люблю сильно. На нём и поеду сегодня",0
Он иногда капризничает правда. Не знаешь почему?,0
Расскажи вообще про поведение лошадей побольше. Может что-то новое узнаю,0
Как понять настроение моей лошади?,0
Почему моя лошадь боится воды?,0
"Я этим не занимаюсь, но всё же интересно. Как правильно ухаживать за копытами?",0
Привет! Думаю на выходных семью навестить. Что им купить?,0
Хочу маме что-то именное подарить. Её Наира Фёдоровна зовут. Есть предложения?,1
Монограмма мне нравится. А где это можно сделать?,0
"Представляешь, даже Эля, сестра старшая приедет. Мы очень давно не виделись",1
Вся армянская семья в сборе будет ахах,1
У меня дома свет отключили,0
"Ты не понимаешь, я панически боюсь темноты. Ночник от розетки тоже работает",1
Как найти автоматический выключатель?,0
Нет! Я не вылезу из под одеяла. Страшно,0
Там что-то на кухне упало,0
"Всё, свет дали. Я думала, что умру",0
Почему люди вообще боятся темноты?,0
Это может вылечить врач какой-нибудь?,0
что еще за Экспозиционная терапия,0
"Привет, робопупс. Я получила права на мотоцикл",1
"Прикольно, но пока страшно быстро ездить",0
Какую экипировку выбрать для старта?,0
Собери на каждый пункт несколько вещей разных брендов и сравни их по качеству,0
Какие маршруты безопасны для новичков?,0
У меня пока начинающий уровень. Так что дальше Посада не поеду,0
Как избежать воблинга за рулем?,0
"Утречка! Погода сегодня супер, дождик и тепло",0
Хочется до работы пешком прогуляться в такую погоду,0
"Я образно. Мне 10 км идти, я не осилю ахах",0
"Думаю, после работы пройтись до дома пешком",0
Я раньше так много не ходила. Это же безопасно?,0
Сколько пить воды при ходьбе?,0
Нужно ли растягиваться перед прогулкой?,0
Какой темп выбрать новичкам?,0
Нам в клинике нужна твоя помощь. Поможешь?,0
"У нас одна клиника, Хотим расширяться. открыть вторую. Составь максимально подробный план развития для второй клиники, чтобы она вышла на самоокупаемость уже через год",1
Можешь раскрыть в деталях каждый пункт и подпункт? Нужна подробная инструкция,0
Как подобрать хорошее место для открытия новой стоматологии?,0
Какое оборудование нужно купить и сколько оно стоит?,0
"Как точно понять, что стоимость аренды не завышена? проинструктируй пж",0
"Есть еще нюансы, которые мы не учли?",0
Голова кипит уже. пойму спать лучше,0
"Я проснулась, а у меня паук на стене!",0
Я пауков боюсь до оцепенения!,1
Его убить надо блин,0
убери его пожалуйста,0
откуда они вообще берутся дома,0
Ты говоришь они полезны. Какая мне от них польза,0
А если он на меня нападет?,0
То есть обычный домашний паук может укусить?,0
"пипец, мне еще больше страшно",0
"Хочу завести собачку, какая порода лучше подойдет для квартиры?",1
Расскажи всё что знаешь про болонку мальтийскую,0
Сколько они живут?,0
Какие болезни характерны для этой породы?,0
Расскажи побольше про уход за этой породой,0
Как выбрать щенка мальтийской болонки?,0
А сколько они стоят?,0
"У забули скоро юбилей, 70. Напиши душевное поздравление, чтоб до слез",1
"Ой, я имел ввиду у бабули",0
"Ладно, не надо, тебе и так тяжело",0
"Не знаешь, сейчас переводы в другую страну работают?",0
Я хочу со своей карты Сбера перекинуть деньги родственникам в Армению на их карту. Так можно?,1
Какую комиссию возьмёт банк за перевод?,0
Как долго идет перевод в Армению?,0
А лимиты какие?,0
Какие-то документы нужны?,0
Привет! У меня на телевизоре какие-то полоски появились. Что это такое?,1
"Разъёмы почистила, кабель плотно воткнула, перезагрузила не помогло. Че делать?",0
У меня гарантия закончилась. Дорого будет за свои деньги чинить?,0
Жесть. Реально проще новый купить,0
"что еще за OLED, QLED и LED. Я вообще не разбираюсь",0
Так какой лучше всего в итоге? Я только кино смотрю и в игры играю на нём,1
"У меня 60 тысяч на телевизор есть. Какой купить можно за такие деньги? Чтоб олед, как ты советовал",1
А на этом оледе экран полосками так же не пойдёт?,0
"Я купила собачку, как ты и советовал, мальтийскую болонку. Её Джесси зовут",1
"Она такая милашка, я не могу",0
Хочу ей игрушек накупить. Какие подойдут? Она ещё щеночек,0
Я ей еще прикольный бантик купила ахах она вообще такая сладуська с ним,0
Хочу ей ещё личный блог завести и видосики снимать,0
"Как думаешь, ей не будет одиноко, когда я на работе?",0
"Сегодня приснилось, что я снова сдаю сопромат. Вот это кошмар",0
"Если честно, я так до конца и не поняла его",0
"Ой, лучше не надо, не напоминай лишний раз",0
"Джесси растёт, в лоток ходит, умничка",0
"Мне сегодня хочется весь день пролежать за фильмами. Посоветуй что-то интересное из нескольких частей, чем больше, тем лучше. Фэнтези, фантастику ну и всякое такое",0
Властелин колец я просто обожаю пересматривать. Ну и трилогию Хоббита тоже. Навсегда в моём сердечке,1
Самое время забатониться и пересмотреть. Пока,0
Доброе утро! Завтракала в любимом ресторане сегодня,0
"Чувствую себя роскошно, конечно. Завтрак в ресторане ахах будто я бизнес-вумен",0
"Гарсон, счёт мне на стол, живо!",0
"Гигаджан, поехали со мной в Армению, с семьей знакомиться будем",1
"Я сама армянка, че ты меня учишь",1
"Вот ты тормоз, я тебя хотела познакомить",0
"Мда, треш, лучше не надо))",0
Ты знаешь армянские традиции?,0
"Вот про народные праздники расскажи мне, а то я сама уже всё забыла",0
"Привет! Хотела я значит колечко с бриллиантом, а мне сказали, что на самом деле они не драгоценные и это просто маркетинг. Неужели правда?",0
Есть еще выращенные бриллианты вроде. Как это возможно?,0
А как его от настоящего отличить?,0
"Спектроскопия, какое страшное слово. Что это такое?",0
Где можно проверить подлинность камня?,0
"Если после проверки выяснится, что камень ненатуральный, можно подавать в суд на ювелирный магазин?",0
Прецеденты в России уже были?,0
Почему ты не обращаешься ко мне по имени?,0
"Я же говорила, меня Карина зовут",1
В нашу стоматологию скоро куча проверок приедет. Жесть,1
Какая ответственность грозит клинике?,0
Как избежать потери медицинской лицензии?,0
"Мне это всё почти не пригодится, начальство лучше знает. ПРосто стремена так от проверок всегда",0
"Привет! Хочу начать писать книгу, но не знаю, с чего начать",1
Там история о любви короче ахах это роман получается?,0
"Я все продумала вроде, но начать тяжело. Напиши мне хотя бы введение, а дальше я сама",0
Прикольно!,0
"Придумай несколько вариантов концовки романа, чтобы были развязки, как в детективах, неожиданные, захватывающие. А я уже выберу одну и адаптирую сюжет",0
"Во, первый вариант топ! Теперь напиши на его основе концовку",0
"В общем, не буду я писать никакую книгу. Слишком это сложно",0
"Не, я лучше дальше буду стоматологией заниматься. Это моё",1
Мне надо новую резину на Опель астра. Зимнюю. Поможешь выбрать?,1
"Что лучше, шипы или липучка?",0
Ну вот для Москвы какая лучше будет?,0
"А какие лучше, Мишлен или Пирелли?",0
"Пирелли хочу. Расскажи про них всё, что знаешь",0
На что влияет рисунок протектора?,0
"Привет, ты разбираешься в политике?",0
"Вот кто в Германии главнее, президент или канцлер?",0
А зачем им президент тогда?,0
"То есть президент назначает канцлера, но канцлер все равно главнее?",0
Тут же вообще логики нет,0
А Гитлер тоже был канцлером?,0
"Слышала, что его называли фюрер, а не канцлер. Это одно и то же?",0
А как Гитлер вообще власть получил такую?,0
Раскрой каждый пункт подробно и с примерами. Ты меня заинтересовал,0
"Как интересно слушать все что угодно, лишь бы не идти спать ахах",0
Пожелай мне доброго утра в стихах,0
"Ты знаешь, что такое рифма?",0
Почему тогда ей не пользуешься?,0
"Хочешь сказать, ты просто так чувствуешь?",0
Здравствуй! Мне опять нечем заняться,0
"Давай лучше о моей профессии. Хочу тебя послушать. Расскажи мне историю стоматологии от древности и до наших дней. Как она развивалась, какие были инновации в разные периоды и тд.",1
"Ну это как-то мало. Ты мне про каждую из эпох подробно расскажи, с примерами, проблемами и уникальными решениями",0
"Как ты видишь стоматологию через 100, 200, 500 лет?",0
"Ты говорил, Роберт Харви опубликовал первую книгу по стоматологии в Англии в XVII веке. Что за книга? Можешь мне её пересказать?",0
"Хеллоу, че делаешь?",0
"На этот раз задумалась, вот я люблю своих лошадок, а как мы вообще к этом пришли? Почему они нам подчиняются, а например зебры нет?",1
глубокие исторические корни говоришь? Ну рассказывай тогда всё в мельчайших деталях про одомашнивание лошадей. От начала и до наших дней,0
Как изменилась жизнь людей благодаря лошадям?,0
Какие профессии возникли благодаря лошадям?,0
"Привет, я дома!",0
"Отбой, пора бежать по делам",0
"вернулась с йоги, что-то притомилась. хочется прилечь, но столько дел надо переделать",1
"прикольные советы, но, наверное, не так уж сильно я и устала. я йогой давно занимаюсь, тело уже привыкло. а вот после сайклинга я вообще выжата как лимон, но оно и понятно, хожу только два месяца",1
"ещё думаю растяжку добавить хотя бы два раза в неделю, но пока никак не получается даже начать. кажется, что времени нет",0
"я ещё думала маму привлечь к занятиям, но она вряд ли согласится, а если буду сильно давить, она обидится или ещё хуже - скандал закатит",0
"блин, папа вчера макароны по-флотски приготовил, а мне нельзя... думала ужин пропустить, но брат в гости пришёл, в кои-то веки вчетвером собрались, всей семьей, разве можно отказаться от ужина в таких обстоятельствах, наелась макарон, в общем, потом живот болел",1
"я когда два года назад в Италии была, там ими питалась, живот вообще не болел",1
"я вообще думаю, у меня с глютеном проблемы, потому что год назад, когда я в Прагу летала, у меня там после пива живот тоже болел",1
"обидно будет, если у меня реально непереводимость глютена, я всего в трех странах успела побывать так-то, в Беларуси ещё, а с такой болячкой путешествовать будет сложно, тем более за границу",1
"ладно, не будем о грустном",0
"завтра на работу пойду и после работы как раз на сайклинг. сейчас, наверное, спать пойду",1
"ну не, я не прямо сейчас, минут через 30. вот думаю, чем сегодня перед сном хочу заняться",0
"фига себе, сколько ты мне тут рекомендаций настрочил. у меня уже есть занятия, которыми мне нравится перед сном заниматься. люблю книгу почитать, непременно бумажную, или подкаст послушать",1
"ещё перед сном нравится записывать впечатления о прошедшем дне, если со мной произошло что-то хорошее или приятное",1
а хочешь тебе один секрет открою?,0
"ещё люблю перед сном выкурить в окно сигарету, это вообще прям высшее наслаждение",1
"да не душни, я недавно квартиру купила и съехала от родителей, теперь наслаждаюсь свободой",0
"раз уже мы начали секретничать, ещё один тебе открою",0
"у меня рост всего 155 сантиметров((( я этого стесняюсь, поэтому ношу высоченные каблуки. однажды меня коллега увидела в раздевалке в кроссовках, у нее глаза на лоб полезли, по любому не ожидала, что я такой карандух",1
"ещё мне не нравится моя фамилия — Фомина, дурацкая какая-то",1
"легко тебе говорить, ты же не человек. а я вот выйду замуж, обязательно фамилию сменю. а прикинь, если никто не возьмёт? так и умру старой девой и родственники у могилы будут шептаться, что никто меня замуж ни разу не взял",0
"вот брат женился на своей Катьке, уже двоих детей родили",1
"ладно, закрыли тему, это так, минутная слабость. тем более Коля и Витя, племянники мои, иногда такое чудят, то думаешь, ну нафиг этих детей",1
"да не, меня-то они не кошмарят, со мной они как ангелочки себя ведут, а вот родителям дают жару",0
"не, я их сильно воспитывать не собираюсь, я хочу быть доброй тётей. недавно им свою любимую группу включала, Торбу-на-Круче, но они, конечно, ещё маловаты для таких песен",1
"да я знаю, что музыка облагораживает, сама музыкальную школу окончила, 7 лет на пианино там играла, но брат с женой не хотят их в музыкалку отдавать, типа не для пацанов занятие, думаю, на карате их отдадут или на футбол",1
"ну это они без меня решат, хотя если пацаны мне будут жаловаться, наверное, тогда с братом поговорю",1
"мне кажется, они с Катькой ещё одного ребенка хотят завести",0
"да, я им все передам) эх, завтра в офис поеду. обожаю свою работу разработчика, в офис ездить мне не нравится",1
"начальство попросило хотя бы раз в неделю приезжать, я не стала спорить. в принципе, это несложно",0
"я, кстати, купила билеты на концерт своей самой любимой группы - Дайте танк) года два точно не ходила на из шоу",1
"о, помнишь, я рассказывала, что подумаю начать заниматься стрейчингом? Короче, у меня лучшая подруга, Полина, начала им заниматься и у неё попа начала расти, а она у нее и так немаленькая, причем вес вроде не менялся",1
фух успокоил,0
"мы, кстати, с семьей во францию собираемся, на неделю где-то. что бы ты посоветовал посмотреть?",1
"Я, правда, не уверена, что поеду",0
"о, слушай, сегодня услышала такую фразу у блогера, что у человека есть здоровая и нездоровая (травмированная) часть психики и нужно чаще обращаться к здоровой, взращивать здоровую и при общении с людьми обращаться к здоровой части их психики. можешь объяснить, что это значит, дать рекомендации, как взрастить здоровую часть психики и как именно при общении с другими людьми обращаться к их здоровой части психики",0
как обычно никакой конкретики,0
"кстати, поздравь меня, я теперь технический писатель! засиделась с прошлой должности, захотелось чего-то новенького)",1
"спасибо) и рабочий день в 8 утра начинается, я так рада) я жаворонок, не люблю в 10 утра рабочий день начинать, я после 16 уже вообще непродуктивна",1
"что нужно, чтобы стать Будистом?",0
"а если у меня сейчас другая вера, я могу принять буддизм",0
а в буддизме можно пить кофе?,0
"ну хорошо! кофе - лучший напиток на земле, я его обожаю, вообще не представляю, как можно без него прожить. ни за что бы не смогла, например, чай вместо него пить, такая гадость, буэ. вообще не погимаю людей, которым нравится чай",1
"меня тут София Викторовна назвали) так странно, мне всего 33. Раньше на работе просто Соней звали. На самом деле, очень приятно, будто я теперь важная шишка",1
"о, сейчас по телеку будут показывать «Пятый элемент», это мой любимый фильм) редко телевизор смотрю, но почему-то нравится смотреть по телеку старые фильмы, это так лампово) и даже реклама не раздражает. интересно, в чём тут секрет",1
"кстати, а буддистам можно есть мясо? я то я стейки очень люблю",0
Можно ли заниматься спортом буддисту?,0
"ого, не знала, что спорт силу воли развивает, но это если через преодоление им заниматься, в отказ, да?",0
Как влияет спорт на развитие дисциплины?,0
Как спорт укрепляет характер?,0
"нашла тут статью, можешь пересказать суть в одном абзаце? вот текст: Польза кардиотренировок
В современном мире далеко не каждый человек ведет подвижный образ жизни. В результате даже молодые люди имеют хронические заболевания и лишний вес. Если мысль о спортивных тренировках портит настроение, а выглядеть красиво хочется, можно начать с пробежек. Потому что бег относится к кардиотренировкам, которые невероятно полезны и для фигуры, и для здоровья.

девушка на кардиотренировке

Что такое кардио тренировка и сколько калорий она сжигает
Кардиотренировка − это вид физических нагрузок, который заставляет сердце работать в учащенном ритме, а источниками энергии являются гликоген и жир. Физическая активность данного рода полезна и эффективна для:

органов;
сосудов;
дыхательной системы;
похудения.
К тому же тренировки помогают повысить выносливость организма.

Можно ли каждый день делать кардиотренировку?
Занятия кардио включают минимум силовых упражнений, которые способны задействовать многие группы мышц. Данный вид нагрузки включен в каждую фитнес-программу, он подходит для занятий дома и на улице. Если сохранять частоту пульса в определенных пределах в течение 40-60 минут, можно достичь хороших результатов. Но превышение допустимых пределов опасно для жизни.

Виды кардиотренировок
К самым распространенным и простым видам кардио занятий относят:

ходьбу;
езду на велосипеде;
бег;
прыжки со скакалкой.
В фитнес-зале появляется возможность для использования тренажеров, участия в различных фитнес-программах и занятий с тренером. 

Чем полезна кардиотренировка: польза и преимущества
Чтобы достичь поставленных целей, мало усиленно тренироваться. Немаловажным аспектом является питание. Рацион, включающий большое количество сложных углеводов и белка, помогает быстрее восстанавливаться после длительных и изнурительных занятий. 

Кардиотренировка подходит для сжигания жира и повышения выносливости, также она полезна для:

вентиляции легких;
тренировки сердечной мышцы;
ускорения обмена веществ;
улучшения состояния кожи;
укрепления костной ткани;
снижения уровня холестерина;
нормализации деятельности нервной системы.
К тому же, занятия способствуют повышению настроения, восстановлению после интенсивных тренировок и перетренированности.

Кардиотренировка для похудения без вреда для здоровья: противопоказания и недостатки
Любой вид физической нагрузки имеет свои противопоказания, кардио тренировки не являются исключением. Категорически запрещается заниматься спортом при наличии инфекционной или онкологической болезней, диабете, тяжелых заболеваниях сердечно-сосудистой системы и легких. Также при наличии следующих недугов:

аллергические заболевания в острой форме;
респираторные заболевания;
язвы в желудочно-кишечном тракте;
хронические заболевания в острой форме.
Для занятий спортом необходимо проконсультироваться с врачом, если имеются такие проблемы со здоровьем как: ожирение, астма, болезненные суставы, межпозвоночная грыжа. Даже легкая кардио тренировка может навредить здоровью, если пренебрегать противопоказаниями. 

Как правильно делать кардио тренировку
Когда не хватает времени для посещения зала или когда на улице непогода, можно тренироваться дома. Во избежании получения травм и осложнений, рекомендуется пройти медицинское обследование.

Для начала необходимо:

освободить место в доме;
приобрести коврик и фитнес-браслет;
подобрать одежду.
Начинающие спортсмены часто задаются вопросом: можно ли похудеть без кардиотренировок. Можно, но с ними это сделать гораздо проще. Ведь польза от занятий колоссальная, а правила довольно просты.

Правила, касающиеся тренировок.

Важно проветривать помещение перед занятием и после него.
Нагрузку нужно наращивать постепенно, дабы исключить риск получения травм.
Оптимальным временем для занятий будет – 30-60 минут.
Необходимо выполнять разминку перед нагрузками и заминку после нее.
Соблюдать питьевой режим.
Правильное дыхание – залог качественной тренировки. Нужно вдыхать через нос, а выдыхать через рот.
Н",0
Какие ещё способы укрепить характер?,0
"кстати, смотрели вот с мамой старый фотоальбом, вспомнила, что мы в Финляндию ездили, когда мне 8 лет было. совсем забыла про это поездку, вообще ничего не помню",1
"я на фотке такая смешная, в кофточке с котами. вот её хорошо помню из детства, мне её тетя подарила",1
